id,smiles,canonical_smiles,mw,logp,tpsa,hbd,hba,rotatable_bonds,num_rings,num_aromatic_rings,qed,formula,sa_score,lipinski_violations,pains_alerts,toxicity_alerts,tpp_pass,notes,source,recipe,first_seen,fitness,docking_score,docking_scores,is_novel,pubchem_cid,chembl_id,chemical_name,retrosynthesis_route_found,retrosynthesis_n_routes
gen_pyridopyrimidine_dimethylaminophenyl_dimethylaminoethoxy,CN(C)CCOc1cnc2ncnc(Nc3cccc(N(C)C)c3)c2c1,CN(C)CCOc1cnc2ncnc(Nc3cccc(N(C)C)c3)c2c1,352.44,2.77,66.41,1,7,7,3,3,0.701,C19H24N6O,2.48,0,,,True,Conforme au TPP,generated,"{'scaffold': 'pyridopyrimidine', 'aniline': 'dimethylaminophenyl', 'solubilizer': 'dimethylaminoethoxy'}",2026-08-27,0.577,,,,,,,,
mut_2026-08-27_0002,Fc1ccc(Nc2ncnc3c2ccn3OCC2COC2)cc1Br,Fc1ccc(Nc2ncnc3c2ccn3OCC2COC2)cc1Br,393.22,3.15,61.2,1,5,5,4,3,0.722,C16H14BrFN4O2,2.93,0,,,True,Conforme au TPP,generated,,2026-08-27,0.5755,,,,,,,True,6
gen_thienopyrimidine_bromophenyl_oxetanylmethoxy,Brc1cccc(Nc2ncnc3scc(OCC4COC4)c23)c1,Brc1cccc(Nc2ncnc3scc(OCC4COC4)c23)c1,392.28,4.22,56.27,1,6,5,4,3,0.705,C16H14BrN3O2S,2.68,0,,,True,Conforme au TPP,generated,"{'scaffold': 'thienopyrimidine', 'aniline': 'bromophenyl', 'solubilizer': 'oxetanylmethoxy'}",2026-08-27,0.571,,,,,,,,
gen_pyrrolopyrimidine_dimethylaminophenyl_azetidinylethoxy,CN(C)c1cccc(Nc2ncnc3c2ccn3OCCN2CCC2)c1,CN(C)c1cccc(Nc2ncnc3c2ccn3OCCN2CCC2)c1,352.44,2.38,58.45,1,6,7,4,3,0.705,C19H24N6O,2.69,0,,,True,Conforme au TPP,generated,"{'scaffold': 'pyrrolopyrimidine', 'aniline': 'dimethylaminophenyl', 'solubilizer': 'azetidinylethoxy'}",2026-08-27,0.5705,,,,,,,,
gen_thienopyrimidine_dimethylaminophenyl_dimethylaminoethoxy,CN(C)CCOc1csc2ncnc(Nc3cccc(N(C)C)c3)c12,CN(C)CCOc1csc2ncnc(Nc3cccc(N(C)C)c3)c12,357.48,3.44,53.52,1,7,7,3,3,0.699,C18H23N5OS,2.58,0,,,True,Conforme au TPP,generated,"{'scaffold': 'thienopyrimidine', 'aniline': 'dimethylaminophenyl', 'solubilizer': 'dimethylaminoethoxy'}",2026-08-27,0.57,,,,,,,,
gen_triazolopyrimidine_methylphenyl_fluoropiperidinylethoxy,Cc1cccc(Nc2ncnc3c2nnn3OCCN2CCC(F)CC2)c1,Cc1cccc(Nc2ncnc3c2nnn3OCCN2CCC(F)CC2)c1,371.42,2.14,80.99,1,7,6,4,3,0.711,C18H22FN7O,2.85,0,,,True,Conforme au TPP,generated,"{'scaffold': 'triazolopyrimidine', 'aniline': 'methylphenyl', 'solubilizer': 'fluoropiperidinylethoxy'}",2026-08-27,0.5685,,,,,,,,
gen_thienopyrimidine_chlorofluorophenyl_azetidinylethoxy,Fc1ccc(Nc2ncnc3scc(OCCN4CCC4)c23)cc1Cl,Fc1ccc(Nc2ncnc3scc(OCCN4CCC4)c23)cc1Cl,378.86,4.31,50.28,1,6,6,4,3,0.692,C17H16ClFN4OS,2.49,0,,,True,Conforme au TPP,generated,"{'scaffold': 'thienopyrimidine', 'aniline': 'chlorofluorophenyl', 'solubilizer': 'azetidinylethoxy'}",2026-08-27,0.5675,,,,,,,,
gen_quinazoline_methoxyphenyl_morpholinoethoxy,COc1ccc(Nc2ncnc3cccc(OCCN4CCOCC4)c23)cc1,COc1ccc(Nc2ncnc3cccc(OCCN4CCOCC4)c23)cc1,380.45,3.09,68.74,1,7,7,4,3,0.675,C21H24N4O3,2.18,0,,,True,Conforme au TPP,generated,"{'scaffold': 'quinazoline', 'aniline': 'methoxyphenyl', 'solubilizer': 'morpholinoethoxy'}",2026-08-27,0.566,,,,,,,,
gen_pyrrolopyrimidine_chlorofluorophenyl_morpholinoethoxy,Fc1ccc(Nc2ncnc3c2ccn3OCCN2CCOCC2)cc1Cl,Fc1ccc(Nc2ncnc3c2ccn3OCCN2CCOCC2)cc1Cl,391.83,2.73,64.44,1,6,6,4,3,0.697,C18H19ClFN5O2,2.69,0,,,True,Conforme au TPP,generated,"{'scaffold': 'pyrrolopyrimidine', 'aniline': 'chlorofluorophenyl', 'solubilizer': 'morpholinoethoxy'}",2026-08-27,0.5625,,,,,,,,
gen_imidazopyridine_cyanophenyl_fluoropiperidinylethoxy,N#Cc1cccc(Nc2cnc3cccc(OCCN4CCC(F)CC4)n23)c1,N#Cc1cccc(Nc2cnc3cccc(OCCN4CCC(F)CC4)n23)c1,379.44,3.76,65.59,1,5,6,4,3,0.706,C21H22FN5O,2.89,0,,,True,Conforme au TPP,generated,"{'scaffold': 'imidazopyridine', 'aniline': 'cyanophenyl', 'solubilizer': 'fluoropiperidinylethoxy'}",2026-08-27,0.5615,,,,,,,,
gen_quinazoline_chlorofluorophenyl_morpholinoethoxy,Fc1ccc(Nc2ncnc3cccc(OCCN4CCOCC4)c23)cc1Cl,Fc1ccc(Nc2ncnc3cccc(OCCN4CCOCC4)c23)cc1Cl,402.86,3.88,59.51,1,6,6,4,3,0.675,C20H20ClFN4O2,2.3,0,,,True,Conforme au TPP,generated,"{'scaffold': 'quinazoline', 'aniline': 'chlorofluorophenyl', 'solubilizer': 'morpholinoethoxy'}",2026-08-27,0.56,,,,,,,,
gen_quinazoline_dimethylaminophenyl_pyrrolidinylethoxy,CN(C)c1cccc(Nc2ncnc3cccc(OCCN4CCCC4)c23)c1,CN(C)c1cccc(Nc2ncnc3cccc(OCCN4CCCC4)c23)c1,377.49,3.91,53.52,1,6,7,4,3,0.674,C22H27N5O,2.3,0,,,True,Conforme au TPP,generated,"{'scaffold': 'quinazoline', 'aniline': 'dimethylaminophenyl', 'solubilizer': 'pyrrolidinylethoxy'}",2026-08-27,0.559,,,,,,,,
gen_thienopyrimidine_bromophenyl_dimethylaminoethoxy,CN(C)CCOc1csc2ncnc(Nc3cccc(Br)c3)c12,CN(C)CCOc1csc2ncnc(Nc3cccc(Br)c3)c12,393.31,4.14,50.28,1,6,6,3,3,0.682,C16H17BrN4OS,2.51,0,,,True,Conforme au TPP,generated,"{'scaffold': 'thienopyrimidine', 'aniline': 'bromophenyl', 'solubilizer': 'dimethylaminoethoxy'}",2026-08-27,0.5565,,,,,,,,
gen_thienopyrimidine_difluorophenyl_methylpiperazinylethoxy,CN1CCN(CCOc2csc3ncnc(Nc4ccc(F)c(F)c4)c23)CC1,CN1CCN(CCOc2csc3ncnc(Nc4ccc(F)c(F)c4)c23)CC1,405.47,3.34,53.52,1,7,6,4,3,0.679,C19H21F2N5OS,2.54,0,,,True,Conforme au TPP,generated,"{'scaffold': 'thienopyrimidine', 'aniline': 'difluorophenyl', 'solubilizer': 'methylpiperazinylethoxy'}",2026-08-27,0.552,,,,,,,,
gen_pyrrolopyrimidine_thiomethylphenyl_oxetanylmethoxy,CSc1cccc(Nc2ncnc3c2ccn3OCC2COC2)c1,CSc1cccc(Nc2ncnc3c2ccn3OCC2COC2)c1,342.42,2.97,61.2,1,6,6,4,3,0.695,C17H18N4O2S,2.9,0,,,True,Conforme au TPP,generated,"{'scaffold': 'pyrrolopyrimidine', 'aniline': 'thiomethylphenyl', 'solubilizer': 'oxetanylmethoxy'}",2026-08-27,0.55,,,,,,,,
mut_2026-08-27_0007,Fc1ccc(Nc2ncnc3scc(OCC4COC4)c23)cc1Br,Fc1ccc(Nc2ncnc3scc(OCC4COC4)c23)cc1Br,410.27,4.36,56.27,1,6,5,4,3,0.678,C16H13BrFN3O2S,2.78,0,,,True,Conforme au TPP,generated,,2026-08-27,0.539,,,,,,,,
gen_triazolopyrimidine_dimethylaminophenyl_azetidinylethoxy,CN(C)c1cccc(Nc2ncnc3c2nnn3OCCN2CCC2)c1,CN(C)c1cccc(Nc2ncnc3c2nnn3OCCN2CCC2)c1,354.42,1.17,84.23,1,8,7,4,3,0.677,C17H22N8O,2.78,0,,,True,Conforme au TPP,generated,"{'scaffold': 'triazolopyrimidine', 'aniline': 'dimethylaminophenyl', 'solubilizer': 'azetidinylethoxy'}",2026-08-27,0.538,,,,,,,,
gen_pyridopyrimidine_methoxyphenyl_methylpiperazinylethoxy,COc1ccc(Nc2ncnc3ncc(OCCN4CCN(C)CC4)cc23)cc1,COc1ccc(Nc2ncnc3ncc(OCCN4CCN(C)CC4)cc23)cc1,394.48,2.4,75.64,1,8,7,4,3,0.655,C21H26N6O2,2.34,0,,,True,Conforme au TPP,generated,"{'scaffold': 'pyridopyrimidine', 'aniline': 'methoxyphenyl', 'solubilizer': 'methylpiperazinylethoxy'}",2026-08-27,0.538,,,,,,,,
gen_thienopyrimidine_fluorophenyl_dimethylaminopropoxy,CN(C)CCCOc1csc2ncnc(Nc3ccc(F)cc3)c12,CN(C)CCCOc1csc2ncnc(Nc3ccc(F)cc3)c12,346.43,3.9,50.28,1,6,7,3,3,0.658,C17H19FN4OS,2.41,0,,Aliphatic_long_chain,True,Conforme au TPP,generated,"{'scaffold': 'thienopyrimidine', 'aniline': 'fluorophenyl', 'solubilizer': 'dimethylaminopropoxy'}",2026-08-27,0.5375,,,,,,,,
gen_pyrrolopyrimidine_chlorophenyl_dimethylaminopropoxy,CN(C)CCCOn1ccc2c(Nc3cccc(Cl)c3)ncnc21,CN(C)CCCOn1ccc2c(Nc3cccc(Cl)c3)ncnc21,345.83,3.21,55.21,1,5,7,3,3,0.666,C17H20ClN5O,2.59,0,,Aliphatic_long_chain,True,Conforme au TPP,generated,"{'scaffold': 'pyrrolopyrimidine', 'aniline': 'chlorophenyl', 'solubilizer': 'dimethylaminopropoxy'}",2026-08-27,0.5365,,,,,,,,
gen_thienopyrimidine_methylphenyl_dimethylaminopropoxy,Cc1cccc(Nc2ncnc3scc(OCCCN(C)C)c23)c1,Cc1cccc(Nc2ncnc3scc(OCCCN(C)C)c23)c1,342.47,4.07,50.28,1,6,7,3,3,0.656,C18H22N4OS,2.44,0,,Aliphatic_long_chain,True,Conforme au TPP,generated,"{'scaffold': 'thienopyrimidine', 'aniline': 'methylphenyl', 'solubilizer': 'dimethylaminopropoxy'}",2026-08-27,0.534,,,,,,,,
gen_quinolinepyrimidyl_chlorofluorophenyl_methylpiperazinylethoxy,CN1CCN(CCOc2cc(Nc3ccc(F)c(Cl)c3)c3ccccc3n2)CC1,CN1CCN(CCOc2cc(Nc3ccc(F)c(Cl)c3)c3ccccc3n2)CC1,414.91,4.4,40.63,1,5,6,4,3,0.647,C22H24ClFN4O,2.27,0,,,True,Conforme au TPP,generated,"{'scaffold': 'quinolinepyrimidyl', 'aniline': 'chlorofluorophenyl', 'solubilizer': 'methylpiperazinylethoxy'}",2026-08-27,0.5335,,,,,,,,
gen_pyrrolopyrimidine_dimethylaminophenyl_morpholinoethoxy,CN(C)c1cccc(Nc2ncnc3c2ccn3OCCN2CCOCC2)c1,CN(C)c1cccc(Nc2ncnc3c2ccn3OCCN2CCOCC2)c1,382.47,2.0,67.68,1,7,7,4,3,0.67,C20H26N6O2,2.73,0,,,True,Conforme au TPP,generated,"{'scaffold': 'pyrrolopyrimidine', 'aniline': 'dimethylaminophenyl', 'solubilizer': 'morpholinoethoxy'}",2026-08-27,0.5335,,,,,,,,
gen_pyrrolopyrimidine_cyanophenyl_dimethylaminopropoxy,CN(C)CCCOn1ccc2c(Nc3cccc(C#N)c3)ncnc21,CN(C)CCCOn1ccc2c(Nc3cccc(C#N)c3)ncnc21,336.4,2.43,79.0,1,6,7,3,3,0.668,C18H20N6O,2.71,0,,Aliphatic_long_chain,True,Conforme au TPP,generated,"{'scaffold': 'pyrrolopyrimidine', 'aniline': 'cyanophenyl', 'solubilizer': 'dimethylaminopropoxy'}",2026-08-27,0.5325,,,,,,,,
mut_2026-08-27_0001,Brc1nc(N2CCOCC2)c2cc(NC3CCOC3)c(C3CCOC3)cc2n1,Brc1nc(N2CCOCC2)c2cc(NC3CCOC3)c(C3CCOC3)cc2n1,449.35,2.93,68.74,1,7,4,5,2,0.72,C20H25BrN4O3,3.78,0,,,True,Conforme au TPP,generated,,2026-08-27,0.531,,,,,,,True,7
gen_triazolopyrimidine_ethynylphenyl_azetidinylethoxy,C#Cc1cccc(Nc2ncnc3c2nnn3OCCN2CCC2)c1,C#Cc1cccc(Nc2ncnc3c2nnn3OCCN2CCC2)c1,335.37,1.08,80.99,1,7,6,4,3,0.675,C17H17N7O,2.9,0,,triple_bond,True,Conforme au TPP,generated,"{'scaffold': 'triazolopyrimidine', 'aniline': 'ethynylphenyl', 'solubilizer': 'azetidinylethoxy'}",2026-08-27,0.53,,,,,,,,
gen_quinazoline_chlorophenyl_dimethylaminopropoxy,CN(C)CCCOc1cccc2ncnc(Nc3cccc(Cl)c3)c12,CN(C)CCCOc1cccc2ncnc(Nc3cccc(Cl)c3)c12,356.86,4.36,50.28,1,5,7,3,3,0.637,C19H21ClN4O,2.18,0,,Aliphatic_long_chain,True,Conforme au TPP,generated,"{'scaffold': 'quinazoline', 'aniline': 'chlorophenyl', 'solubilizer': 'dimethylaminopropoxy'}",2026-08-27,0.528,,,,,,,,
gen_imidazopyridine_dimethylaminophenyl_methylpiperazinylethoxy,CN1CCN(CCOc2cccc3ncc(Nc4cccc(N(C)C)c4)n23)CC1,CN1CCN(CCOc2cccc3ncc(Nc4cccc(N(C)C)c4)n23)CC1,394.52,2.77,48.28,1,6,7,4,3,0.665,C22H30N6O,2.74,0,,,True,Conforme au TPP,generated,"{'scaffold': 'imidazopyridine', 'aniline': 'dimethylaminophenyl', 'solubilizer': 'methylpiperazinylethoxy'}",2026-08-27,0.528,,,,,,,,
mut_2026-08-27_0007,CN(C)CCOc1csc2ncnc(Nc3ccc(F)c(Br)c3)c12,CN(C)CCOc1csc2ncnc(Nc3ccc(F)c(Br)c3)c12,411.3,4.28,50.28,1,6,6,3,3,0.657,C16H16BrFN4OS,2.61,0,,,True,Conforme au TPP,generated,,2026-08-27,0.5265,,,,,,,,
mut_2026-08-27_0004,C#Cc1cc(C)cc(Nc2ncnc3c2nnn3OCCN2CCC2)c1,C#Cc1cc(C)cc(Nc2ncnc3c2nnn3OCCN2CCC2)c1,349.4,1.39,80.99,1,7,6,4,3,0.674,C18H19N7O,3.02,0,,triple_bond,True,Conforme au TPP,generated,,2026-08-27,0.523,,,,,,,,
gen_pyrrolopyrimidine_fluorophenyl_cyclopropylaminoethoxy,Fc1ccc(Nc2ncnc3c2ccn3OCCNC2CC2)cc1,Fc1ccc(Nc2ncnc3c2ccn3OCCNC2CC2)cc1,327.36,2.49,64.0,2,5,7,4,3,0.653,C17H18FN5O,2.6,0,,Aliphatic_long_chain,True,Conforme au TPP,generated,"{'scaffold': 'pyrrolopyrimidine', 'aniline': 'fluorophenyl', 'solubilizer': 'cyclopropylaminoethoxy'}",2026-08-27,0.523,,,,,,,,
gen_quinazoline_cyanophenyl_cyclopropylaminoethoxy,N#Cc1cccc(Nc2ncnc3cccc(OCCNC4CC4)c23)c1,N#Cc1cccc(Nc2ncnc3cccc(OCCNC4CC4)c23)c1,345.41,3.38,82.86,2,6,7,4,3,0.639,C20H19N5O,2.35,0,,Aliphatic_long_chain,True,Conforme au TPP,generated,"{'scaffold': 'quinazoline', 'aniline': 'cyanophenyl', 'solubilizer': 'cyclopropylaminoethoxy'}",2026-08-27,0.5215,,,,,,,,
gen_triazolopyrimidine_chlorophenyl_dimethylaminopropoxy,CN(C)CCCOn1nnc2c(Nc3cccc(Cl)c3)ncnc21,CN(C)CCCOn1nnc2c(Nc3cccc(Cl)c3)ncnc21,347.81,2.0,80.99,1,7,7,3,3,0.654,C15H18ClN7O,2.69,0,,Aliphatic_long_chain,True,Conforme au TPP,generated,"{'scaffold': 'triazolopyrimidine', 'aniline': 'chlorophenyl', 'solubilizer': 'dimethylaminopropoxy'}",2026-08-27,0.5195,,,,,,,,
mut_2026-08-27_0007,COOc1c(OC)c(C)c2c(OC)nc(C)nc2c1O,COOc1c(OC)c(C)c2c(OC)nc(C)nc2c1O,280.28,1.91,82.93,1,7,4,2,2,0.676,C13H16N2O5,3.16,0,,Oxygen-nitrogen_single_bond;peroxide,True,Conforme au TPP,generated,,2026-08-27,0.518,,,,,,,,
legacy_018,COOc1c(OC)cc2c(OC)nc(C)nc2c1O,COOc1c(OC)cc2c(OC)nc(C)nc2c1O,266.25,1.6,82.93,1,7,4,2,2,0.664,C12H14N2O5,2.94,0,,Oxygen-nitrogen_single_bond;peroxide,True,Conforme au TPP,legacy,,,0.517,,,,,,,,
gen_quinolinepyrimidyl_difluorophenyl_sulfonylpiperidinylethoxy,O=S1(=O)CCN(CCOc2cc(Nc3ccc(F)c(F)c3)c3ccccc3n2)CC1,O=S1(=O)CCN(CCOc2cc(Nc3ccc(F)c(F)c3)c3ccccc3n2)CC1,433.48,3.37,71.53,1,6,6,4,3,0.643,C21H21F2N3O3S,2.52,0,,,True,Conforme au TPP,generated,"{'scaffold': 'quinolinepyrimidyl', 'aniline': 'difluorophenyl', 'solubilizer': 'sulfonylpiperidinylethoxy'}",2026-08-27,0.517,,,,,,,,
gen_imidazopyridine_chlorophenyl_sulfonylpiperidinylethoxy,O=S1(=O)CCN(CCOc2cccc3ncc(Nc4cccc(Cl)c4)n23)CC1,O=S1(=O)CCN(CCOc2cccc3ncc(Nc4cccc(Cl)c4)n23)CC1,420.92,2.84,75.94,1,6,6,4,3,0.66,C19H21ClN4O3S,2.88,0,,,True,Conforme au TPP,generated,"{'scaffold': 'imidazopyridine', 'aniline': 'chlorophenyl', 'solubilizer': 'sulfonylpiperidinylethoxy'}",2026-08-27,0.516,,,,,,,,
gen_quinazoline_difluorophenyl_cyclopropylaminoethoxy,Fc1ccc(Nc2ncnc3cccc(OCCNC4CC4)c23)cc1F,Fc1ccc(Nc2ncnc3cccc(OCCNC4CC4)c23)cc1F,356.38,3.78,59.07,2,5,7,4,3,0.631,C19H18F2N4O,2.3,0,,Aliphatic_long_chain,True,Conforme au TPP,generated,"{'scaffold': 'quinazoline', 'aniline': 'difluorophenyl', 'solubilizer': 'cyclopropylaminoethoxy'}",2026-08-27,0.516,,,,,,,,
gen_thienopyrimidine_ethynylphenyl_methylpiperazinylethoxy,C#Cc1cccc(Nc2ncnc3scc(OCCN4CCN(C)CC4)c23)c1,C#Cc1cccc(Nc2ncnc3scc(OCCN4CCN(C)CC4)c23)c1,393.52,3.04,53.52,1,7,6,4,3,0.65,C21H23N5OS,2.7,0,,triple_bond,True,Conforme au TPP,generated,"{'scaffold': 'thienopyrimidine', 'aniline': 'ethynylphenyl', 'solubilizer': 'methylpiperazinylethoxy'}",2026-08-27,0.515,,,,,,,,
gen_pyridopyrimidine_methylphenyl_morpholinopropoxy,Cc1cccc(Nc2ncnc3ncc(OCCCN4CCOCC4)cc23)c1,Cc1cccc(Nc2ncnc3ncc(OCCCN4CCOCC4)cc23)c1,379.46,3.18,72.4,1,7,7,4,3,0.632,C21H25N5O2,2.39,0,,Aliphatic_long_chain,True,Conforme au TPP,generated,"{'scaffold': 'pyridopyrimidine', 'aniline': 'methylphenyl', 'solubilizer': 'morpholinopropoxy'}",2026-08-27,0.5125,,,,,,,,
gen_pyrrolopyrimidine_methoxyphenyl_dimethylaminopropoxy,COc1ccc(Nc2ncnc3c2ccn3OCCCN(C)C)cc1,COc1ccc(Nc2ncnc3c2ccn3OCCCN(C)C)cc1,341.42,2.56,64.44,1,6,8,3,3,0.635,C18H23N5O2,2.51,0,,Aliphatic_long_chain,True,Conforme au TPP,generated,"{'scaffold': 'pyrrolopyrimidine', 'aniline': 'methoxyphenyl', 'solubilizer': 'dimethylaminopropoxy'}",2026-08-27,0.5095,,,,,,,,
gen_pyrrolopyrimidine_difluorophenyl_cyclopropylaminoethoxy,Fc1ccc(Nc2ncnc3c2ccn3OCCNC2CC2)cc1F,Fc1ccc(Nc2ncnc3c2ccn3OCCNC2CC2)cc1F,345.35,2.63,64.0,2,5,7,4,3,0.645,C17H17F2N5O,2.71,0,,Aliphatic_long_chain,True,Conforme au TPP,generated,"{'scaffold': 'pyrrolopyrimidine', 'aniline': 'difluorophenyl', 'solubilizer': 'cyclopropylaminoethoxy'}",2026-08-27,0.5095,,,,,,,,
gen_pyridopyrimidine_methoxyphenyl_dimethylaminopropoxy,COc1ccc(Nc2ncnc3ncc(OCCCN(C)C)cc23)cc1,COc1ccc(Nc2ncnc3ncc(OCCCN(C)C)cc23)cc1,353.43,3.11,72.4,1,7,8,3,3,0.624,C19H23N5O2,2.29,0,,Aliphatic_long_chain,True,Conforme au TPP,generated,"{'scaffold': 'pyridopyrimidine', 'aniline': 'methoxyphenyl', 'solubilizer': 'dimethylaminopropoxy'}",2026-08-27,0.5095,,,,,,,,
gen_pyrrolopyrimidine_chlorophenyl_sulfonylpiperidinylethoxy,O=S1(=O)CCN(CCOn2ccc3c(Nc4cccc(Cl)c4)ncnc32)CC1,O=S1(=O)CCN(CCOn2ccc3c(Nc4cccc(Cl)c4)ncnc32)CC1,421.91,1.99,89.35,1,7,6,4,3,0.65,C18H20ClN5O3S,2.88,0,,,True,Conforme au TPP,generated,"{'scaffold': 'pyrrolopyrimidine', 'aniline': 'chlorophenyl', 'solubilizer': 'sulfonylpiperidinylethoxy'}",2026-08-27,0.506,,,,,,,,
mut_2026-08-27_0006,COOc1c(OC)cc2c(OC)ncnc2c1O,COOc1c(OC)cc2c(OC)ncnc2c1O,252.23,1.29,82.93,1,7,4,2,2,0.648,C11H12N2O5,2.89,0,,Oxygen-nitrogen_single_bond;peroxide,True,Conforme au TPP,generated,,2026-08-27,0.5035,,,,,,,,
gen_quinolinepyrimidyl_cyanophenyl_morpholinopropoxy,N#Cc1cccc(Nc2cc(OCCCN3CCOCC3)nc3ccccc23)c1,N#Cc1cccc(Nc2cc(OCCCN3CCOCC3)nc3ccccc23)c1,388.47,3.95,70.41,1,6,7,4,3,0.618,C23H24N4O2,2.32,0,,Aliphatic_long_chain,True,Conforme au TPP,generated,"{'scaffold': 'quinolinepyrimidyl', 'aniline': 'cyanophenyl', 'solubilizer': 'morpholinopropoxy'}",2026-08-27,0.502,,,,,,,,
gen_imidazopyridine_trifluoromethoxyphenyl_pyrrolidinylethoxy,FC(F)(F)Oc1cccc(Nc2cnc3cccc(OCCN4CCCC4)n23)c1,FC(F)(F)Oc1cccc(Nc2cnc3cccc(OCCN4CCCC4)n23)c1,406.41,4.45,51.03,1,5,7,4,3,0.628,C20H21F3N4O2,2.73,0,,,True,Conforme au TPP,generated,"{'scaffold': 'imidazopyridine', 'aniline': 'trifluoromethoxyphenyl', 'solubilizer': 'pyrrolidinylethoxy'}",2026-08-27,0.4915,,,,,,,,
mut_2026-08-27_0008,C#Cc1ccc(F)c(Nc2ncnc3scc(OCCN4CCN(C)CC4)c23)c1,C#Cc1ccc(F)c(Nc2ncnc3scc(OCCN4CCN(C)CC4)c23)c1,411.51,3.18,53.52,1,7,6,4,3,0.629,C21H22FN5OS,2.79,0,,triple_bond,True,Conforme au TPP,generated,,2026-08-27,0.4895,,,,,,,,
gen_triazolopyrimidine_fluorophenyl_morpholinopropoxy,Fc1ccc(Nc2ncnc3c2nnn3OCCCN2CCOCC2)cc1,Fc1ccc(Nc2ncnc3c2nnn3OCCCN2CCOCC2)cc1,373.39,1.25,90.22,1,8,7,4,3,0.619,C17H20FN7O2,2.64,0,,Aliphatic_long_chain,True,Conforme au TPP,generated,"{'scaffold': 'triazolopyrimidine', 'aniline': 'fluorophenyl', 'solubilizer': 'morpholinopropoxy'}",2026-08-27,0.487,,,,,,,,
gen_imidazopyridine_trifluoromethylphenyl_dimethylaminopropoxy,CN(C)CCCOc1cccc2ncc(Nc3cccc(C(F)(F)F)c3)n12,CN(C)CCCOc1cccc2ncc(Nc3cccc(C(F)(F)F)c3)n12,378.4,4.43,41.8,1,4,7,3,3,0.618,C19H21F3N4O,2.71,0,,Aliphatic_long_chain,True,Conforme au TPP,generated,"{'scaffold': 'imidazopyridine', 'aniline': 'trifluoromethylphenyl', 'solubilizer': 'dimethylaminopropoxy'}",2026-08-27,0.4825,,,,,,,,
gen_imidazopyridine_bromophenyl_dimethylaminopropoxy,CN(C)CCCOc1cccc2ncc(Nc3cccc(Br)c3)n12,CN(C)CCCOc1cccc2ncc(Nc3cccc(Br)c3)n12,389.3,4.17,41.8,1,4,7,3,3,0.616,C18H21BrN4O,2.67,0,,Aliphatic_long_chain,True,Conforme au TPP,generated,"{'scaffold': 'imidazopyridine', 'aniline': 'bromophenyl', 'solubilizer': 'dimethylaminopropoxy'}",2026-08-27,0.4825,,,,,,,,
gen_quinazoline_methylphenyl_hydroxyethylpiperazinylethoxy,Cc1cccc(Nc2ncnc3cccc(OCCN4CCN(CCO)CC4)c23)c1,Cc1cccc(Nc2ncnc3cccc(OCCN4CCN(CCO)CC4)c23)c1,407.52,2.67,73.75,2,7,8,4,3,0.595,C23H29N5O2,2.3,0,,,True,Conforme au TPP,generated,"{'scaffold': 'quinazoline', 'aniline': 'methylphenyl', 'solubilizer': 'hydroxyethylpiperazinylethoxy'}",2026-08-27,0.48,,,,,,,,
gen_quinazoline_dimethylaminophenyl_cyclopropylaminoethoxy,CN(C)c1cccc(Nc2ncnc3cccc(OCCNC4CC4)c23)c1,CN(C)c1cccc(Nc2ncnc3cccc(OCCNC4CC4)c23)c1,363.47,3.57,62.31,2,6,8,4,3,0.597,C21H25N5O,2.37,0,,Aliphatic_long_chain,True,Conforme au TPP,generated,"{'scaffold': 'quinazoline', 'aniline': 'dimethylaminophenyl', 'solubilizer': 'cyclopropylaminoethoxy'}",2026-08-27,0.4785,,,,,,,,
gen_pyridopyrimidine_chlorofluorophenyl_sulfonylpiperidinylethoxy,O=S1(=O)CCN(CCOc2cnc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)CC1,O=S1(=O)CCN(CCOc2cnc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)CC1,451.91,2.67,97.31,1,8,6,4,3,0.611,C19H19ClFN5O3S,2.72,0,,,True,Conforme au TPP,generated,"{'scaffold': 'pyridopyrimidine', 'aniline': 'chlorofluorophenyl', 'solubilizer': 'sulfonylpiperidinylethoxy'}",2026-08-27,0.475,,,,,,,,
gen_quinolinepyrimidyl_methoxyphenyl_morpholinopropoxy,COc1ccc(Nc2cc(OCCCN3CCOCC3)nc3ccccc23)cc1,COc1ccc(Nc2cc(OCCCN3CCOCC3)nc3ccccc23)cc1,393.49,4.09,55.85,1,6,8,4,3,0.582,C23H27N3O3,2.16,0,,Aliphatic_long_chain,True,Conforme au TPP,generated,"{'scaffold': 'quinolinepyrimidyl', 'aniline': 'methoxyphenyl', 'solubilizer': 'morpholinopropoxy'}",2026-08-27,0.474,,,,,,,,
gen_imidazopyridine_dimethylaminophenyl_cyclopropylaminoethoxy,CN(C)c1cccc(Nc2cnc3cccc(OCCNC4CC4)n23)c1,CN(C)c1cccc(Nc2cnc3cccc(OCCNC4CC4)n23)c1,351.45,3.27,53.83,2,5,8,4,3,0.61,C20H25N5O,2.78,0,,Aliphatic_long_chain,True,Conforme au TPP,generated,"{'scaffold': 'imidazopyridine', 'aniline': 'dimethylaminophenyl', 'solubilizer': 'cyclopropylaminoethoxy'}",2026-08-27,0.471,,,,,,,,
